"LVL 10-11"
"S.No.","First Name","Last Name","Company Name","Title","Cost Code","Instance Id","MAC","Instance Type","Crew","Union","Phone ","Email","Race ","Sex","MWBE","RFID/ NFC","$/MH","Employee Id","Last Seen Location","Last Seen Time","Battery level","Project Code"
"2117","Ignacia","Rau","IES","Communications",,"ABCDE44AA283","C300000B1516",,"Craft",,,,,,,"0000000000688440","",,"Security Gate","09/21/2023 03:04 PM","72",
"2118","Ninfa","Berge","Precision Wall",,,,,,,,,,,,,,"",,"LVL 09","03/04/2025 04:17 PM","null",
"2119","Emery","Carroll","MMR",,,,,,,,,,,,,,"",,"Trailers - K027B4D","11/06/2023 05:10 PM","null",
"2120","Sherron","Bednar","Haymes Brothers","Safety Director",,"0000000060","AC233F7998A0",,"Safety","Non-Union",,,,,"Non MWBE","0000000003196439","",,"LVL 11","10/29/2025 12:19 PM","45",
"2121","Lesley","McKenzie","Baker","Carpenter",,"ABCDE31A3006","AC233FE07E8A",,"Craft","",,,,"","","0000000007548396","","","Zone F - RT 4","01/06/2023 05:54 AM","53",""
"2122","Macie","Bergnaum","MMR","Electrician",,"ABCDE44AA873","C300000B1764",,"Craft",,,,,,,"0000000000732143","",,"LVL 11","10/29/2025 12:42 PM","72",
"2123","Tommy","Ryan","IES","Electric",,,,,,,,,,,,,"",,"Office Parking Lot - K027AEF","12/12/2023 11:55 PM","null",
"2124","Sylvia","Zulauf","Diversified","Fall Protection",,"ABCDE44A3F28","C3000036FB7C",,,,,,,,,,"",,"Security Gate","01/10/2025 03:43 PM","87",
"2125","Brett","Roberts","Briegan","Finisher",,"ABCDE31A3129","AC233FE07E4E",,"Craft",,,,,,,"0000000007557708","",,"Colo 5","06/23/2022 11:38 AM","53",
"2126","Ahmad","Wiegand","ACI",,,"ABCDE44A08E7","C300002207BC",,,,,,,,,"0000000000668389","",,"Security Gate","10/18/2024 06:43 AM","80",
"2127","Kurt","Nienow","MMR",,,"ABCDE44AB466","C300000B19B5",,,,,,,,,"0000000000732796","",,"Office Parking Lot - Zone A","10/05/2023 12:21 PM","72",
"2128","Frank","Abshire","Rosendin","Electrician",,,,,"Craft",,,,,,,,"",,"RT LVL09 Entrance South - K35510","12/01/2023 06:55 AM","null",
"2129","Iesha","Schmeler","MMR",,,,,,"Craft",,,,,,,,"",,"Gate Zone","04/01/2024 12:58 PM","null",
"2130","Clinton","Legros","WS Construction",,,"ABCDE44A995E","C30000169420",,,,,,,,,"0000000000887722","",,"Zone B","05/09/2025 08:56 AM","82",
"2131","Ozella","Roberts","Corning",,,"6200","AC233FE7DF88",,,,,,,,,"0000000004506915","",,"Zone F","06/17/2022 09:57 AM","57",
"2132","Steven","Gorczany","ERM","Environmental Consultant",,"000000009946","AC233FABEB87",,,,,,,,,"0000000007525978","",,"Zone B","01/05/2023 05:04 PM","54",
"2133","Sonny","Botsford","MMR","Electrician",,,,,,,,,,,,,"",,"Colo Exterior","06/10/2022 09:03 AM","null",
"2134","Vicenta","Jones","IMG","Signs",,"ABCDE4517110","AC233F85335F",,,,,,,,,,"",,"Colo 5 - K03548D","12/20/2022 12:20 PM","48",
"2135","Cori","Hartmann","MMR","Electrical",,,,,"Craft",,,,,,,,"",,"Trailers - K027B4D","01/02/2024 01:35 PM","null",
"2136","Harley","Prohaska","EPS","Field Tech",,"ABCDE34E1415","AC233FAA0C6C",,"Craft",,,,,,,"0000000003607973","",,"Zone F - RT 2","01/06/2023 08:02 AM","48",
"2137","Raymon","Ziemann","ComNet","Data",,"ABCDE41D9032","AC233FE0E22D",,"Craft",,,,,,,"0000000007577344","",,"LVL 09","05/15/2025 03:41 PM","52",
"2138","Marlena","Satterfield","MMR","Apprentice",,,,,,,,,,,,,"",,"Trailers","12/19/2023 04:26 PM","null",
"2139","Grover","Littel","Briegan","Carpenter",,"000000001076","AC233FA9BDAC",,"Craft",,,,,,,,"",,"K0242DB","09/01/2021 04:25 PM","47",
"2140","Andreas","Friesen","MMR","Electrician",,,,,"Craft",,,,,,,,"",,"K027AA7","03/17/2022 01:40 PM","null",
"2141","Cameron","Wuckert","MMR","Apprentice",,,,,"Craft",,,,,,,,"",,"Trailers","10/12/2023 03:34 PM","null",
"2142","Adena","Wiegand","Sure Clean","Laborer",,,,,"Craft",,,,,,,,"",,"Trailers","02/23/2022 09:25 AM","null",
"2143","Stephani","Stark","MMR","Electrician",,"ABCDE44AC280","C30000079402",,"Craft",,,,,,,,"",,"Emergency Parking - K02776C","11/13/2023 04:05 PM","71",
"2144","Millie","Klocko","Brocklyn","Driver",,"ABCDE41D9420","AC233FE421DE",,,,,,,,,"0000000007579025","",,"Trailers - K027AB2","09/15/2022 07:26 AM","54",
"2145","Wynona","Spencer","Murphy","Helper",,,,,"Craft",,,,,,,,"",,"Colo 1 - K03527D","06/19/2023 01:00 PM","null",
"2146","Carlie","Jacobi","Progressive Mechanical","Pipefitter",,"ABCDE41D9540","AC233FE42256",,,,,,,,,"0000000007573610","",,"K0279F6","02/24/2022 02:05 PM","54",
"2147","Vern","Hackett","Salute Inc.","Tech",,"ABCDE44A339E","C30000169190",,,,,,,,,"0000000000887630","",,"Security Gate","07/26/2024 08:12 AM","82",
"2148","Joan","Tillman","MMR",,,,,,,,,,,,,,"",,"Trailers - K027B4D","10/18/2023 07:12 AM","null",
"2149","Trisha","Trantow","United Rentals","Mechanic",,"000000009872","AC233FABEB3D",,,,,,,,,"0000000007524011","",,"Security Gate","05/09/2023 10:32 AM","54",
"2150","Lucius","Leannon","iconicx",,,"ABCDE44A723E","C30000169310",,,,,,,,,"0000000000908115","",,"Office Parking Lot - Zone A","08/23/2024 11:37 AM","82",
"2151","Darin","Auer","Precision Wall","Sr. Projecrt Manager",,"000000000025","AC233F79987D",,"Supervision",,,,,,,"0000000003193208","",,"Security Gate","04/23/2024 02:03 PM","44",
"2152","Terrence","Rutherford","MMR",,,"ABCDE44AC121","C30000079439",,,,,,,,,,"",,"Trailers - K027B4D","10/09/2023 03:12 PM","71",
"2153","Granville","Dicki","W.S. Construction","Roofer",,,,,,,,,,,,,"",,"","","null",
"2154","Karin","Okuneva","IES","Communications",,"ABCDE44AA137","C300000B1484",,,,,,,,,"0000000000686510","",,"Security Gate","05/09/2024 05:41 PM","72",
"2155","Boris","Hilll","Baker","Rodbuster",,"6573","AC233FE7E0FD",,,,,,,,,"0000000004519378","",,"Colo Exterior - K027AE0","05/23/2023 04:51 PM","57",
"2156","Jeremiah","Goldner","Sure Clean","",,,,,"Craft","",,,,,,,"",,"","","null",""
"2157","Luciano","Ledner","Hurricane Fence","Fencer",,"ABCDE44AA697","C300000B16B4",,"Craft",,,,,,,"0000000000730243","",,"RT LVL09 Entrance South - K35510","02/29/2024 02:03 PM","72",
"2158","Jeanne","Jerde","ACI","Plumber",,"6578","AC233FE7E102",,"Craft",,,,,,,"0000000004485253","",,"Security Gate","09/15/2023 04:08 PM","57",
"2159","Nga","Bahringer","MMR","Electrician Helper",,"000000002392","AC233FABE8C7",,,,,,,,,,"",,"LVL Entrance North - K035518","02/05/2024 01:35 PM","55",
"2160","Sherrell","Welch","Microsoft","Energy Marshall",,"000000009825","AC233FABEB0E",,,,,,,,,"0000000007524099","",,"North Parking Break - K034F6E","12/14/2023 02:45 PM","54",
"2161","Brittny","Rosenbaum","Rosendin","Electrician",,"ABCDE34E1272","AC233FAA0BDD",,"Craft",,,,,,,"0000000003607920","",,"LVL 09","06/14/2024 10:49 AM","48",
"2162","Calista","Pollich","iconicx","Tech",,"ABCDE44AA412","C300000B1597",,,,,,,,,"0000000000726230","",,"Security Gate","04/25/2024 04:46 PM","72",
"2163","Rogelio","Nader","Directline","Cable Tech",,"ABCDE44A961E","C300001693FE",,,,,,,,,"0000000000882073","",,"Security Gate","06/25/2024 09:01 AM","82",
"2164","Avery","Barton","Biggs","Laborer",,"0000000128","AC233F7998E4",,"Craft","Non-Union",,,,,"Non MWBE","0000000003155593","",,"K027A98","02/25/2022 02:50 PM","45",
"2165","Ethyl","Davis","MMR","Electrician",,,,,,,,,,,,,"",,"Zone F - K027A93","10/12/2023 02:46 PM","null",
"2166","Sang","Murazik","Day Wireless","Technician",,"6208","AC233FE7DF90",,,,,,,,,"0000000004485203","",,"K027AC5","10/19/2022 08:56 AM","57",
"2167","Malinda","Rutherford","Piedmont Glass",,,"ABCDE44A333E","C3000016918A",,,,,,,,,"0000000000887753","",,"Security Gate","07/12/2024 04:25 PM","82",
"2168","Mauro","Gottlieb","MMR","Electrician",,,,,"Craft",,,,,,,,"",,"Trailers","10/12/2023 03:12 PM","null",
"2169","Berneice","Kreiger","United Rentals","Laborer",,"ABCDE44AA141","C300000B1488",,"Craft",,,,,,,"0000000000738001","",,"Security Gate","03/11/2024 01:29 PM","72",
"2170","Isidro","Christiansen","Murphy","Laborer",,"000000000908","AC233FA9BD04",,"Craft",,,,,,,,"",,"K027778","12/21/2021 02:55 PM","47",
"2171","Era","Bradtke","MMR","Electrical",,,,,"Craft",,,,,,,,"",,"Trailers","10/12/2023 03:02 PM","null",
"2172","Elias","Wilderman","Microsoft","Foreman Datanet Tech ",,"ABCDE44A558E","C3000016926B",,"Management",,,,,,,"0000000000721143","",,"LVL 09","11/04/2025 05:05 PM","82",
"2173","Philip","Erdman","iconicx","Commissioning ",,"000000009813","AC233FABEB02",,"Craft","",,,,,,"0000000007525483","","","Trailers","07/02/2024 09:14 AM","54",""
"2174","Titus","Gerlach","IES","Network",,"6847","AC233FE7E20F",,"Craft",,,,,,,"0000000004520026","",,"Security Gate","08/31/2024 09:46 AM","57",
"2175","Naida","Nolan","IES","Field Tech",,"ABCDE44AA469","C300000B15D0",,"Craft",,,,,,,"0000000000725428","",,"Security Gate","05/30/2024 05:26 PM","72",
"2176","Merle","Halvorson","Baker","Finisher",,"6351","AC233FE7E01F",,"Craft",,,,,,,"0000000007525879","",,"Security Gate","06/26/2024 02:00 PM","57",
"2177","Mathew","Veum","Associated Scaffolding","Scaffold",,"ABCDE41D8164","AC233F8D4CF3",,"Craft",,,,,,,"0000000007575414","",,"LVL 09","11/10/2025 11:43 AM","50",
"2178","Burma","Kunze","Precision Wall",,,,,,,,,,,,,,"",,"","","null",
"2179","Cherlyn","Haag","Schneider Electric","Field Service",,"000000000383","AC233FE6C82B",,,,,,,,,,"",,"Office Parking Lot - Zone A","09/10/2022 04:23 PM","57",
"2180","Allegra","Kassulke","IES","Communications",,"6230","AC233FE7DFA6",,,,,,,,,"0000000003581841","",,"Security Gate","08/21/2024 11:02 AM","57",
"2181","Lazaro","Breitenberg","Brocklyn","Driver",,"000000009868","AC233FABEB39",,,,,,,,,"0000000007607449","",,"Ring Road - K027A40","12/07/2022 04:20 PM","54",
"2182","Teresia","Klein","MMR","Electrician",,,,,,,,,,,,,"",,"Trailers","03/17/2022 01:24 PM","null",
"2183","Sammie","Kulas","Schneider Electric","Electrical",,"ABCDE41D9037","AC233FE0E232",,,,,,,,,"0000000007585663","",,"Zone F - K027ADA","09/10/2022 04:45 PM","52",
"2184","Marianne","Botsford","Baker","Carpenter ",,"6326","AC233FE7E006",,"Craft",,,,,,,"0000000007524073","",,"Security Gate","09/26/2024 06:57 AM","57",
"2185","Brooks","Miller","MMR","Electrical",,,,,"Craft","",,,,,,,"","","Trailers","06/10/2023 07:30 PM","null",""
"2186","Rodger","Wolff","Murphy",,,"ABCDE44A09D0","C30000220819",,,,,,,,,"0000000000671666","",,"LVL 11","12/30/2024 05:03 PM","80",
"2187","Genevive","Schmitt","Automated Logic",,,"6127","AC233FE7DF3F",,"Craft",,,,,,,"0000000004461761","",,"LVL 09","09/30/2025 07:44 AM","57",
"2188","Ronald","Murphy","Sachs","Safety Director",,"0000000077","AC233F7998B1",,"Safety",,,,,,"Non MWBE","0000000003155727","",,"K0204E4","08/10/2021 08:15 AM","45",
"2189","Season","Walker","Schneider Electric","Electrical",,"ABCDE44A642E","C300001692BF",,,,,,,,,"0000000000907830","",,"Office Parking Lot - Zone A","09/26/2024 01:31 PM","82",
"2190","Rosenda","Leffler","Schneider Electric",,,"6977","AC233FE7E291",,,,,,,,,"0000000004485189","",,"Zone F","06/09/2022 11:37 AM","57",
"2191","Gerald","Lebsack","MMR","Electrical",,"ABCDE44A08CC","C300002207A5",,,,,,,,,"0000000000670444","",,"Trailers","06/29/2024 02:45 AM","80",
"2192","Evelyne","Gusikowski","Microsoft","MSME",,"000000000205","AC233FE6C779",,"Craft",,,,,,,,"",,"","","57",
"2193","Johnson","Dooley","Power",,,"ABCDE44AA658","C300000B168D",,,,,,,,,"0000000000729939","",,"LVL 09","03/18/2024 04:27 PM","72",
"2194","Guy","Mueller","Microsoft","Electrician",,"ABCDE44A875E","C300001693A8",,,,,,,,,"0000000000911846","",,"LVL 09","08/06/2025 11:14 AM","82",
"2195","Bo","Roberts","iconicx","Project Manager",,"ABCDE44AA631","C300000B1672",,,,,,,,,"0000000000739010","",,"Security Gate","03/20/2024 10:03 AM","72",
"2196","Mari","Durgan","Gaylor Electric","Electric",,"6425","AC233FE7E069",,,,,,,,,"0000000004508187","",,"S. Safety Parking Gate - K034F5E","02/16/2024 04:45 PM","57",
"2197","Sydney","Koch","Corning","Engineer",,"ABCDE44A3DA3","C3000036F9F7",,,,,,,,,,"",,"LVL 09","02/18/2025 05:12 PM","90",
"2198","Maynard","Watsica","MMR","Electrical",,,,,"Craft",,,,,,,,"",,"LVL 09","07/22/2024 08:07 AM","null",
"2199","Floyd","Torphy","Old Dominion Insulators","Insulator ",,"ABCDE44A483E","C30000169220",,,,,,,,,"0000000000721201","",,"LVL 09","03/24/2025 08:36 AM","82",
"2200","Aaron","Brown","Mezquital (Food Truck)","ACEOM","03-0000 Concrete","ABCDE44A406C","C300003FA534",,"OPERATORS",,"986-8765456","paras@gmail.com",,"Male","Non MWBE","0000000009734066","","9839893333","LVL 09","05/14/2025 02:33 PM","90",
"2201","Chauncey","Schumm","Microsoft",,,"000000000310","AC233FE6C7E2",,,,,,,,,,"",,"Trailers","03/21/2024 02:54 PM","57",
"2202","Dorris","Upton","Salute Inc.","IT",,"ABCDE44AA605","C300000B1658",,,,,,,,,"0000000000736713","",,"LVL 09","07/17/2024 04:01 PM","72",
"2203","Bernarda","DuBuque","Schneider Electric","UPS Tech",,"000000009916","AC233FABEB69",,,,,,,,,"0000000007523916","",,"Zone F","03/01/2022 04:22 PM","54",
"2204","Raven","Rolfson","MMR","Electrician",,,,,"Craft",,,,,,,,"",,"","","null",
"2205","Wilmer","Bradtke","Schneider Electric","FSR",,"000000000136","AC233F7998EC",,,,,,,,,"0000000003162133","",,"Ring Road - K027785","09/20/2022 06:00 PM","44",
"2206","Burton","Rodriguez","Baker","Operator",,"ABCDE31A3037","AC233FE07DCF",,"Craft","",,,,,,"0000000007577044","","","Zone F - RT 4","01/24/2023 06:38 AM","53",""
"2207","Chastity","Borer","MMR",,,,,,,,,,,,,,"",,"LVL 10","01/13/2025 06:48 PM","null",
"2208","Caroline","Hane","MMR","Electrical",,,,,"Craft","",,,,"","",,"","","Colo 1 - K03527D","04/07/2023 01:50 PM","null",""
"2209","Vernon","Langworth","MMR","Electrician",,,,,,,,,,,,,"",,"Trailers","03/17/2022 01:49 PM","null",
"2210","salman","Worker","AB",,,,,,,,,,,,,,"",,"","","null",
"2211","Marjory","Kunze","Carter Cat","Product Manager",,"ABCDE41D9478","AC233FE42218",,,,,,,,,"0000000007577001","",,"K027AAD","01/28/2022 12:45 PM","54",
"2212","Brice","Bergstrom","Intertek-PSI","Senior Field Tech",,"ABCDE4517031","AC233F853384",,"Craft",,,,,,,,"",,"RT 2","09/03/2021 10:05 AM","48",
"2213","Contessa","Leuschke","Rosendin","Electrician",,"ABCDE44AA401","C300000B158C",,,,,,,,,"0000000000726422","",,"LVL 09","06/23/2025 08:50 AM","72",
"2214","Maryland","Lakin","MMP Painting","Painter",,"ABCDE44A3F8C","C3000036FBE0",,,,,,,,,,"",,"Security Gate","06/27/2025 12:32 PM","87",
"2215","Gearldine","Ziemann","Terracon","QA/QC",,"000000000240","AC233FE6C79C",,,,,,,,,,"",,"Office Parking Lot - Zone A","11/07/2023 07:42 AM","57",
"2216","Nickolas","Bruen","AW",,,"ABCDE44AB429","C300000B1990",,,,,,,,,"0000000000724874","",,"Emergency Parking - K02776C","01/24/2024 02:45 PM","72",
"2217","Barbra","Trantow","Biggs","Supervisor",,"6700","AC233FE7E17C",,"Supervision",,,,,,,"0000000004485586","",,"Security Gate","04/13/2023 07:07 AM","57",
"2218","Minh","Schinner","Sachs","Electrician",,,,,"Craft",,,,,,,,"",,"K0242EF","09/14/2021 09:11 AM","null",
"2219","Alexa","Skiles","Rod Buster Inc","Carpenter",,"000000000916","AC233FA9BD0C",,"Craft",,,,,,,,"",,"Zone F","04/01/2022 11:48 AM","47",
"2220","Mitzie","MacGyver","Mecklenberg County E&S",,,,,,,,,,,,,,"",,"LVL 09","10/09/2024 03:29 PM","null",
"2221","Denver","Stamm","Associated Scaffolding","Scaffolding",,"ABCDE41D9096","AC233FE0E26D",,"Craft",,,,,,,"0000000007577277","",,"","","52",
"2222","Dorla","Kuvalis","Directline","Cable Tech",,"ABCDE44A977E","C3000016940E",,,,,,,,,"0000000000882288","",,"LVL 09","10/16/2024 08:00 AM","82",
"2223","Gilberto","Koepp","Gaylor Electric","Project Manager",,"ABCDE44AA427","C300000B15A6",,,,,,,,,"0000000000734134","",,"Trailers","03/26/2024 02:43 PM","72",
"2224","Teresa","Legros","Sachs","Foreman",,"000000000138","AC233F7998EE",,"Supervision",,,,,,"Non MWBE","0000000003162380","",,"K0242DB","08/26/2021 03:32 PM","44",
"2225","Hans","Effertz","Roof Top Anchor",,,"ABCDE44AA940","C300000B17A7",,,,,,,,,"0000000000724453","",,"Security Gate","08/16/2023 10:48 AM","72",
"2226","Micaela","Stehr","MMR","Electrician",,,,,,,,,,,,,"",,"Zone F - RT 5","11/02/2022 11:36 AM","null",
"2227","Alberto","Weissnat","Sure Clean","Laborer",,,,,"Craft",,,,,,,,"",,"Trailers - K027AA7","04/09/2022 09:25 PM","null",
"2228","Traci","Schultz","MMR","Electrical",,,,,"Craft",,,,,,,,"",,"Trailers","11/06/2023 05:08 PM","null",
"2229","Mason","Kirlin","Rudy Hawkins","Electrician ",,"ABCDE44A529E","C3000016924E",,"Craft",,,,,,,"0000000000908096","",,"Tent","06/26/2025 03:34 PM","82",
"2230","Ladonna","Baumbach","MMR","Electrical",,,,,"Craft",,,,,,,,"",,"Trailers","02/26/2025 08:36 AM","null",
"2231","Nola","Jerde","MMP Painting",,,"ABCDE44A043A","C3000026373C",,,,,,,,,"0004ac693ab51990","",,"Office Parking Lot - Zone A","04/10/2025 02:19 PM","82",
"2232","Zachary","Daugherty","Gaylor Electric",,,"ABCDE44A052D","C300002637D3",,,,,,,,,"00041d713ab51990","",,"LVL 10","04/28/2025 10:28 AM","82",
"2233","Salina","Wiegand","Progressive Mechanical","Balancing",,"000000009795","AC233FABEAF0",,"Craft","",,,,,,"0000000007524100","","","Security Gate","02/16/2023 01:24 PM","54",""
"2234","Forrest","Goodwin","Microsoft","Site Planner",,"ABCDE44A3DC1","C3000036FA15",,,,,,,,,,"",,"LVL 11","09/24/2025 01:42 PM","90",
"2235","Suzanne","Gaylord","MMR",,,"ABCDE44AA756","C300000B16EF",,,,,,,,,"0000000000730182","",,"Trailers - K027ABD","03/22/2024 05:35 PM","72",
"2236","Minna","Aufderhar","MMR","Electrical",,,,,"Craft",,,,,,,,"",,"Trailers","10/12/2023 03:02 PM","null",
"2237","Antony","McClure","iconicx","APM",,"ABCDE44AA536","C300000B1613",,,,,,,,,"0000000000729823","",,"Tent","01/31/2025 02:46 PM","72",
"2238","Katina","Powlowski","MMR","Operator",,,,,,,,,,,,,"",,"Office Parking Lot - Zone A","08/23/2024 03:57 PM","null",
"2239","Felix","Price","Microsoft","CC Diat",,"ABCDE41D8181","AC233F8D4D04",,"Supervision",,,,,,,"0000000007521826","",,"LVL 09","11/05/2025 11:24 AM","50",
"2240","Frederica","O'Connell","Schneider Electric","EMPS",,"6838","AC233FE7E206",,,,,,,,,"0000000004520106","",,"Zone F - RT 5","11/10/2022 12:34 PM","57",
"2241","Angela","Parisian","Rosendin","Electrical",,"ABCDE44A867E","C300001693A0",,,,,,,,,"0000000000656160","",,"LVL 09","09/29/2025 08:17 AM","82",
"2242","Laci","Zboncak","United Rentals","Techician",,"ABCDE4517091","AC233F853373",,"Craft",,,,,,,,"",,"K0276DB","11/11/2021 03:35 PM","48",
"2243","Launa","Howell","MMR","Electrician",,,,,"Craft",,,,,,,,"",,"Zone F - RT 5","11/02/2022 11:30 AM","null",
"2244","Darnell","Keeling","Salute Inc.","IT",,"ABCDE44AA617","C300000B1664",,,,,,,,,"0000000000734631","",,"LVL 10","02/12/2025 01:36 PM","72",
"2245","August","Renner","Swansonrink","Engineer",,"ABCDE44A546E","C3000016925F",,,,,,,,,"0000000000721261","",,"Trailers","04/23/2025 10:01 AM","82",
"2246","Jennefer","Fay","Schneider Electric",,,"6194","AC233FE7DF82",,,,,,,,,"0000000004506852","",,"Colo Exterior - K027AEC","09/10/2022 06:55 PM","57",
"2247","Paula","Rolfson","Murphy","Laborer",,"6665","AC233FE7E159",,"Craft",,,,,,,"0000000004496068","",,"Trailers - K027ABD","05/01/2023 09:20 AM","57",
"2248","Maegan","Walter","Murphy",,,,,,,,,,,,,,"",,"LVL 09","08/20/2024 03:06 PM","null",
"2249","Agatha","Collier","MMR","Electrical",,,,,,,,,,,,,"",,"Security Gate","11/08/2024 12:21 PM","null",
"2250","Justin","Schmitt","Roof Top Anchor","Installer",,,,,"Craft",,,,,,,,"",,"Tent","08/10/2022 06:44 AM","null",
"2251","Dewitt","Spinka","S. Walker Construction","Concrete",,"000000002343","AC233FABE896",,,,,,,,,,"",,"Security Gate","04/13/2023 02:18 PM","55",
"2252","Jodie","Emard","Microsoft","Logstics",,"ABCDE41D9066","AC233FE0E24F",,,,,,,,,"0000000007577275","",,"Main Entrance South Gate - K027AAD","01/30/2024 09:20 AM","52",
"2253","Celeste","Bergstrom","MMR","Electrical",,,,,"Craft",,,,,,,,"",,"Trailers","08/18/2023 03:47 PM","null",
"2254","Luigi","Simonis","ComNet","Cable Tech",,,,,,,,,,,,,"",,"Zone F - RT 6","10/25/2022 10:15 AM","null",
"2255","Davina","Crooks","Precision Wall","Drywall",,"ABCDE4517012","AC233F853398",,"Craft",,,,,,,,"",,"K0242B4","09/28/2021 05:25 PM","48",
"2256","Valarie","Vandervort","Precision Wall","Windows",,,,,,,,,,,,,"",,"","","null",
"2257","Dorris","Batz","MMR","Electrician",,,,,"Craft",,,,,,,,"",,"","","null",
"2258","Filiberto","Friesen","MMR","Electrician",,,,,"Craft",,,,,,,,"",,"Trailers - K027ADF","10/12/2023 02:50 PM","null",
"2259","Shon","Ziemann","Microsoft","Data Net Tech",,"ABCDE44A537E","C30000169256",,"Craft",,,,,,,"0000000000907848","",,"Tent","11/15/2024 02:11 PM","82",
"2260","Refugio","Murphy","MMR","Apprentice",,,,,"Craft",,,,,,,,"",,"Trailers","09/07/2023 02:59 PM","null",
"2261","Micaela","Price","Sure Clean","Cleaner",,,,,"Craft","Non-Union",,,,,"MWBE",,"",,"Security Gate","02/22/2023 01:20 PM","null",
"2262","Hank","Green","MMR","Electrician",,,,,,,,,,,,,"",,"Trailers","03/17/2022 05:29 PM","null",
"2263","Gwyneth","Tremblay","MMR","Electrician",,,,,,,,,,,,,"",,"Zone D - K0242F2","08/26/2022 03:25 PM","null",
"2264","Carmela","Ullrich","Architectural Outfitters","Cabinet Installer",,"ABCDE31A3166","AC233FE07D72",,"Craft",,,,,,,"0000000007577009","",,"Water Tower","01/14/2022 09:47 AM","53",
"2265","Amal","Sauer","Schneider Electric",,,,,,,,,,,,,,"",,"Tent","08/20/2022 01:12 PM","null",
"2266","Ricky","Miller","MMR","Electrical",,,,,"Craft",,,,,,,,"",,"LVL 10","01/03/2025 07:34 AM","null",
"2267","Michel","Grimes","ACI","Plumber",,"6307","AC233FE7DFF3",,"Craft",,,,,,,"0000000005368449","",,"Emergency Parking - K02776C","12/15/2023 04:25 PM","57",
"2268","Audrea","Sauer","Gaylor Electric",,,,,,,,,,,,,,"",,"LVL 09","10/21/2024 12:02 PM","null",
"2269","Lucas","MacGyver","CRMP","Truck Driver",,"000000000023","AC233F79987B",,"Craft","Non-Union",,,,,,"0000000003193217","",,"K027A93","03/22/2022 02:35 PM","44",
"2270","Arla","Littel","MMR","Electrician",,,,,,,,,,,,,"",,"Security Gate","11/02/2022 11:41 AM","null",
"2271","Estella","Bernhard","MMR","Electrical",,,,,"Craft",,,,,,,,"",,"Office Parking Lot - Zone A","08/16/2024 05:04 PM","null",
"2272","Janean","Breitenberg","Gaylor Electric",,,"ABCDE44A725E","C30000169312",,,,,,,,,"0000000000708105","",,"LVL 10","10/29/2025 12:43 PM","82",
"2273","Louis","Emard","Beaver",,,"000000000335","AC233FE6C7FB",,,,,,,,,,"",,"Zone F","05/26/2022 11:27 AM","57",
"2274","Lenita","Daugherty","Johnson Controls","Fire Alarm",,"ABCDE41D9340","ac233f8b2428",,"Craft",,,,,,,"0000000003537876","",,"LVL 09","05/13/2025 11:04 AM","52",
"2275","Leonard","Harvey","ACI",,,"ABCDE44AA446","C300000B15B9",,,,,,,,,"0000000000733113","",,"Tent","12/11/2024 07:46 AM","72",
"2276","Casey","Thiel","Gaylor Electric","Electrical",,"ABCDE44A670E","C300001692DB",,"Craft",,,,,,,"0000000000707764","",,"LVL 11","10/29/2025 12:40 PM","82",
"2277","Alene","Tromp","Dan Kel","Concrete Cutter",,"6794","AC233FE7E1DA",,,,,,,,,"0000000004485307","",,"Security Gate","04/25/2024 03:59 PM","57",
"2278","Edwina","Prohaska","Precision Wall","Drywall",,"ABCDE4517071","AC233F85344C",,"Craft",,,,,,,,"",,"K0242B4","09/28/2021 05:25 PM","48",
"2279","Adam","Donnelly","IES","Communications",,"6237","AC233FE7DFAD",,"Craft",,,,,,,"0000000003155609","",,"Trailers","09/14/2024 03:19 PM","57",
"2280","Ahmed","DuBuque","ACI",,,"ABCDE44AA635","C300000B1676",,,,,,,,,"0000000000739070","",,"LVL 09","02/14/2025 02:30 PM","72",
"2281","Huey","Von","Schneider Electric","UPS",,"6803","AC233FE7E1E3",,,,,,,,,"0000000004520097","",,"Zone F - RT 2","11/11/2022 02:24 PM","57",
"2282","Soraya","Auer","Richmond Commercial Services","Mover",,"ABCDE44A707E","C30000169300",,,,,,,,,"0000000000708140","",,"Security Gate","12/02/2024 06:53 AM","82",
"2283","Gilda","Crist","Precision Wall",,,"6989","AC233FE7E29D",,,,,,,,,"0000000004520100","",,"Security Gate","11/03/2023 05:12 PM","57",
"2284","Guillermo","Koss","MMP Painting",,,"ABCDE44AB260","C300000B18E7",,,,,,,,,"0000000000700348","",,"LVL 10","10/29/2025 12:26 PM","72",
"2285","Kera","Marvin","MMR","Journeyman",,,,,,,,,,,,,"",,"LVL 09","07/22/2024 08:38 AM","null",
"2286","Inez","Yost","MMR","Foreman",,,,,,,,,,,,,"",,"K027AA7","03/25/2022 10:05 AM","null",
"2287","Harley","Beatty","Progressive Mechanical","Foreman",,"ABCDE41D9394","AC233FE421C4",,,,,,,,,"0000000007607394","",,"Zone A","02/01/2022 12:24 PM","54",
"2288","Shirley","Emmerich","Gaylor Electric",,,"ABCDE44A047F","C30000263759",,,,,,,,,"00042d713ab51990","",,"LVL 09","05/01/2025 05:34 PM","82",
"2289","Calvin","Connelly","Securitas","Security",,"ABCDE31A3131","AC233FE07E47",,"Craft",,,,,,,"0000000007577320","",,"Zone F","02/14/2022 06:17 AM","53",
